Name ,x,y,Location source,Type,WRSE-Ref,Zone generic,Company,WRZ,Earliest Start Year,Year Activated,Asset life,DO,Demand flow,Demand + THR flow,DI,THR,Loss,Financial_ cost,Financial cost spent,Financial vopex,Financial vopex spent,EnvSoc cost,EnvSoc cost spent,EnvSoc vopex,EnvSoc vopex spent,OneOff cost,OneOff cost spent,Carbon const,Carbon capital cost spent,Carbon fopex,Carbon fopex cost spent,Carbon vopex,Carbon vopex cost spent,OneOff carbon,OneOff carbon cost spent,Ratchet,ExDO VOPEX (p/m3),Percentage of ExDO VOPEX (calc),Percentage of ExDO VOPEX (round upto 5%),Description
LEA3179_ph2b,531087,189412,Water company defined,Leakage reduction,TWU-Leakage reduction-LON-3168,WRZ22,TWU,LON,2015,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,0,NULL,,,,,LON-100-75-25-0-0
LEA3180_ph2b,531087,189412,Water company defined,Leakage reduction,TWU-Leakage reduction-LON-3169,WRZ22,TWU,LON,2015,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,0,NULL,,,,,LON-100-75-0-0-0
LEA3181_ph2b,531087,189412,Water company defined,Leakage reduction,TWU-Leakage reduction-LON-3170,WRZ22,TWU,LON,2015,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,0,NULL,,,,,LON-100-50-75-10-10
LEA3182_ph2b,531087,189412,Water company defined,Leakage reduction,TWU-Leakage reduction-LON-3171,WRZ22,TWU,LON,2015,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,0,NULL,,,,,LON-100-50-75-10-0
LEA3183_ph2b,531087,189412,Water company defined,Leakage reduction,TWU-Leakage reduction-LON-3172,WRZ22,TWU,LON,2015,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,0,NULL,,,,,LON-100-50-75-0-0
LEA3184_ph2b,531087,189412,Water company defined,Leakage reduction,TWU-Leakage reduction-LON-3173,WRZ22,TWU,LON,2015,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,0,NULL,,,,,LON-100-50-50-10-10
LEA3185_ph2b,531087,189412,Water company defined,Leakage reduction,TWU-Leakage reduction-LON-3174,WRZ22,TWU,LON,2015,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,0,NULL,,,,,LON-100-50-50-10-0
LEA3186_ph2b,531087,189412,Water company defined,Leakage reduction,TWU-Leakage reduction-LON-3175,WRZ22,TWU,LON,2015,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,0,NULL,,,,,LON-100-50-50-0-0
LEA3187_ph2b,531087,189412,Water company defined,Leakage reduction,TWU-Leakage reduction-LON-3176,WRZ22,TWU,LON,2015,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,0,NULL,,,,,LON-100-50-25-10-10
LEA3188_ph2b,531087,189412,Water company defined,Leakage reduction,TWU-Leakage reduction-LON-3177,WRZ22,TWU,LON,2015,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,0,NULL,,,,,LON-100-50-25-10-0
LEA3189_ph2b,531087,189412,Water company defined,Leakage reduction,TWU-Leakage reduction-LON-3178,WRZ22,TWU,LON,2015,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,0,NULL,,,,,LON-100-50-25-0-0
LEA3190_ph2b,531087,189412,Water company defined,Leakage reduction,TWU-Leakage reduction-LON-3179,WRZ22,TWU,LON,2015,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,0,NULL,,,,,LON-100-50-0-0-0
LEA3191_ph2b,531087,189412,Water company defined,Leakage reduction,TWU-Leakage reduction-LON-3180,WRZ22,TWU,LON,2015,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,0,NULL,,,,,LON-100-25-75-10-10
LEA3192_ph2b,531087,189412,Water company defined,Leakage reduction,TWU-Leakage reduction-LON-3181,WRZ22,TWU,LON,2015,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,0,NULL,,,,,LON-100-25-75-10-0
LEA3193_ph2b,531087,189412,Water company defined,Leakage reduction,TWU-Leakage reduction-LON-3182,WRZ22,TWU,LON,2015,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,0,NULL,,,,,LON-100-25-75-0-0
LEA3194_ph2b,531087,189412,Water company defined,Leakage reduction,TWU-Leakage reduction-LON-3183,WRZ22,TWU,LON,2015,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,0,NULL,,,,,LON-100-25-50-10-10
LEA3195_ph2b,531087,189412,Water company defined,Leakage reduction,TWU-Leakage reduction-LON-3184,WRZ22,TWU,LON,2015,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,0,NULL,,,,,LON-100-25-50-10-0
LEA3196_ph2b,531087,189412,Water company defined,Leakage reduction,TWU-Leakage reduction-LON-3185,WRZ22,TWU,LON,2015,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,0,NULL,,,,,LON-100-25-50-0-0
LEA3197_ph2b,531087,189412,Water company defined,Leakage reduction,TWU-Leakage reduction-LON-3186,WRZ22,TWU,LON,2015,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,0,NULL,,,,,LON-100-25-25-10-10
LEA3198_ph2b,531087,189412,Water company defined,Leakage reduction,TWU-Leakage reduction-LON-3187,WRZ22,TWU,LON,2015,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,0,NULL,,,,,LON-100-25-25-10-0
LEA3199_ph2b,531087,189412,Water company defined,Leakage reduction,TWU-Leakage reduction-LON-3188,WRZ22,TWU,LON,2015,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,0,NULL,,,,,LON-100-25-25-0-0
LEA3200_ph2b,531087,189412,Water company defined,Leakage reduction,TWU-Leakage reduction-LON-3189,WRZ22,TWU,LON,2015,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,0,NULL,,,,,LON-100-25-0-0-0
LEA3201_ph2b,531087,189412,Water company defined,Leakage reduction,TWU-Leakage reduction-LON-3190,WRZ22,TWU,LON,2015,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,0,NULL,,,,,LON-100-0-75-10-10
LEA3202_ph2b,531087,189412,Water company defined,Leakage reduction,TWU-Leakage reduction-LON-3191,WRZ22,TWU,LON,2015,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,0,NULL,,,,,LON-100-0-75-10-0
LEA3203_ph2b,531087,189412,Water company defined,Leakage reduction,TWU-Leakage reduction-LON-3192,WRZ22,TWU,LON,2015,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,0,NULL,,,,,LON-100-0-75-0-0
LEA3204_ph2b,531087,189412,Water company defined,Leakage reduction,TWU-Leakage reduction-LON-3193,WRZ22,TWU,LON,2015,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,0,NULL,,,,,LON-100-0-50-10-10
LEA3205_ph2b,531087,189412,Water company defined,Leakage reduction,TWU-Leakage reduction-LON-3194,WRZ22,TWU,LON,2015,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,0,NULL,,,,,LON-100-0-50-10-0
LEA3206_ph2b,531087,189412,Water company defined,Leakage reduction,TWU-Leakage reduction-LON-3195,WRZ22,TWU,LON,2015,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,0,NULL,,,,,LON-100-0-50-0-0
LEA3207_ph2b,531087,189412,Water company defined,Leakage reduction,TWU-Leakage reduction-LON-3196,WRZ22,TWU,LON,2015,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,0,NULL,,,,,LON-100-0-25-10-10
LEA3208_ph2b,531087,189412,Water company defined,Leakage reduction,TWU-Leakage reduction-LON-3197,WRZ22,TWU,LON,2015,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,0,NULL,,,,,LON-100-0-25-10-0
LEA3209_ph2b,531087,189412,Water company defined,Leakage reduction,TWU-Leakage reduction-LON-3198,WRZ22,TWU,LON,2015,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,0,NULL,,,,,LON-100-0-25-0-0
LEA3210_ph2b,531087,189412,Water company defined,Leakage reduction,TWU-Leakage reduction-LON-3199,WRZ22,TWU,LON,2015,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,0,NULL,,,,,LON-100-0-0-0-0
LEA3211_ph2b,531087,189412,Water company defined,Leakage reduction,TWU-Leakage reduction-LON-3200,WRZ22,TWU,LON,2015,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,0,NULL,,,,,LON-75-75-75-10-10
LEA3212_ph2b,531087,189412,Water company defined,Leakage reduction,TWU-Leakage reduction-LON-3201,WRZ22,TWU,LON,2015,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,0,NULL,,,,,LON-75-75-75-10-0
LEA3213_ph2b,531087,189412,Water company defined,Leakage reduction,TWU-Leakage reduction-LON-3202,WRZ22,TWU,LON,2015,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,0,NULL,,,,,LON-75-75-75-0-0
LEA3214_ph2b,531087,189412,Water company defined,Leakage reduction,TWU-Leakage reduction-LON-3203,WRZ22,TWU,LON,2015,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,0,NULL,,,,,LON-75-75-50-10-10
LEA3215_ph2b,531087,189412,Water company defined,Leakage reduction,TWU-Leakage reduction-LON-3204,WRZ22,TWU,LON,2015,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,0,NULL,,,,,LON-75-75-50-10-0
LEA3216_ph2b,531087,189412,Water company defined,Leakage reduction,TWU-Leakage reduction-LON-3205,WRZ22,TWU,LON,2015,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,0,NULL,,,,,LON-75-75-50-0-0
LEA3217_ph2b,531087,189412,Water company defined,Leakage reduction,TWU-Leakage reduction-LON-3206,WRZ22,TWU,LON,2015,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,0,NULL,,,,,LON-75-75-25-10-10
LEA3218_ph2b,531087,189412,Water company defined,Leakage reduction,TWU-Leakage reduction-LON-3207,WRZ22,TWU,LON,2015,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,0,NULL,,,,,LON-75-75-25-10-0
LEA3219_ph2b,531087,189412,Water company defined,Leakage reduction,TWU-Leakage reduction-LON-3208,WRZ22,TWU,LON,2015,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,0,NULL,,,,,LON-75-75-25-0-0
LEA3220_ph2b,531087,189412,Water company defined,Leakage reduction,TWU-Leakage reduction-LON-3209,WRZ22,TWU,LON,2015,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,0,NULL,,,,,LON-75-75-0-0-0
LEA3221_ph2b,531087,189412,Water company defined,Leakage reduction,TWU-Leakage reduction-LON-3210,WRZ22,TWU,LON,2015,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,0,NULL,,,,,LON-75-50-75-10-10
LEA3222_ph2b,531087,189412,Water company defined,Leakage reduction,TWU-Leakage reduction-LON-3211,WRZ22,TWU,LON,2015,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,0,NULL,,,,,LON-75-50-75-10-0
LEA3223_ph2b,531087,189412,Water company defined,Leakage reduction,TWU-Leakage reduction-LON-3212,WRZ22,TWU,LON,2015,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,0,NULL,,,,,LON-75-50-75-0-0
LEA3224_ph2b,531087,189412,Water company defined,Leakage reduction,TWU-Leakage reduction-LON-3213,WRZ22,TWU,LON,2015,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,0,NULL,,,,,LON-75-50-50-10-10
LEA3225_ph2b,531087,189412,Water company defined,Leakage reduction,TWU-Leakage reduction-LON-3214,WRZ22,TWU,LON,2015,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,0,NULL,,,,,LON-75-50-50-10-0
LEA3226_ph2b,531087,189412,Water company defined,Leakage reduction,TWU-Leakage reduction-LON-3215,WRZ22,TWU,LON,2015,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,0,NULL,,,,,LON-75-50-50-0-0
LEA3227_ph2b,531087,189412,Water company defined,Leakage reduction,TWU-Leakage reduction-LON-3216,WRZ22,TWU,LON,2015,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,0,NULL,,,,,LON-75-50-25-10-10
LEA3228_ph2b,531087,189412,Water company defined,Leakage reduction,TWU-Leakage reduction-LON-3217,WRZ22,TWU,LON,2015,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,0,NULL,,,,,LON-75-50-25-10-0
LEA3229_ph2b,531087,189412,Water company defined,Leakage reduction,TWU-Leakage reduction-LON-3218,WRZ22,TWU,LON,2015,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,0,NULL,,,,,LON-75-50-25-0-0
LEA3230_ph2b,531087,189412,Water company defined,Leakage reduction,TWU-Leakage reduction-LON-3219,WRZ22,TWU,LON,2015,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,0,NULL,,,,,LON-75-50-0-0-0
LEA3231_ph2b,531087,189412,Water company defined,Leakage reduction,TWU-Leakage reduction-LON-3220,WRZ22,TWU,LON,2015,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,0,NULL,,,,,LON-75-25-75-10-10
LEA3232_ph2b,531087,189412,Water company defined,Leakage reduction,TWU-Leakage reduction-LON-3221,WRZ22,TWU,LON,2015,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,0,NULL,,,,,LON-75-25-75-10-0
LEA3233_ph2b,531087,189412,Water company defined,Leakage reduction,TWU-Leakage reduction-LON-3222,WRZ22,TWU,LON,2015,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,0,NULL,,,,,LON-75-25-75-0-0
