Name ,from,to,WRSE Ref,Type,Zone generic,Co. From,Co. to,Zone from,Zone to,Company,WRZ,Earliest Start Year,Year Activated,End year,Asset life,DO,Demand flow,Demand + THR flow,Financial cost,Financial cost spent,Financial vopex,Financial vopex spent,EnvSoc cost,EnvSoc cost spent,EnvSoc vopex,EnvSoc vopex spent,Carbon const,Carbon capital cost spent,Carbon fopex,Carbon fopex cost spent,Carbon vopex,Carbon vopex cost spent,Transfer type,Ratchet,Full capacity,Bi-directional,Description
LEA3060_link,LEA3060_ph2b,ExDO42,TWU-LEA-LON-3049-link,Option link,WRZ22,TWU,TWU,LON,LON,TWU,LON,2015,NULL,,60,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for LEA3060_ph2b
LEA3061_link,LEA3061_ph2b,ExDO42,TWU-LEA-LON-3050-link,Option link,WRZ22,TWU,TWU,LON,LON,TWU,LON,2015,NULL,,60,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for LEA3061_ph2b
LEA3062_link,LEA3062_ph2b,ExDO42,TWU-LEA-LON-3051-link,Option link,WRZ22,TWU,TWU,LON,LON,TWU,LON,2015,NULL,,60,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for LEA3062_ph2b
LEA3063_link,LEA3063_ph2b,ExDO42,TWU-LEA-LON-3052-link,Option link,WRZ22,TWU,TWU,LON,LON,TWU,LON,2015,NULL,,60,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for LEA3063_ph2b
LEA3064_link,LEA3064_ph2b,ExDO42,TWU-LEA-LON-3053-link,Option link,WRZ22,TWU,TWU,LON,LON,TWU,LON,2015,NULL,,60,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for LEA3064_ph2b
LEA3065_link,LEA3065_ph2b,ExDO42,TWU-LEA-LON-3054-link,Option link,WRZ22,TWU,TWU,LON,LON,TWU,LON,2015,NULL,,60,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for LEA3065_ph2b
LEA3066_link,LEA3066_ph2b,ExDO42,TWU-LEA-LON-3055-link,Option link,WRZ22,TWU,TWU,LON,LON,TWU,LON,2015,NULL,,60,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for LEA3066_ph2b
LEA3067_link,LEA3067_ph2b,ExDO42,TWU-LEA-LON-3056-link,Option link,WRZ22,TWU,TWU,LON,LON,TWU,LON,2015,NULL,,60,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for LEA3067_ph2b
LEA3068_link,LEA3068_ph2b,ExDO42,TWU-LEA-LON-3057-link,Option link,WRZ22,TWU,TWU,LON,LON,TWU,LON,2015,NULL,,60,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for LEA3068_ph2b
LEA3069_link,LEA3069_ph2b,ExDO42,TWU-LEA-LON-3058-link,Option link,WRZ22,TWU,TWU,LON,LON,TWU,LON,2015,NULL,,60,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for LEA3069_ph2b
LEA3070_link,LEA3070_ph2b,ExDO42,TWU-LEA-LON-3059-link,Option link,WRZ22,TWU,TWU,LON,LON,TWU,LON,2015,NULL,,60,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for LEA3070_ph2b
LEA3071_link,LEA3071_ph2b,ExDO42,TWU-LEA-LON-3060-link,Option link,WRZ22,TWU,TWU,LON,LON,TWU,LON,2015,NULL,,60,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for LEA3071_ph2b
LEA3072_link,LEA3072_ph2b,ExDO42,TWU-LEA-LON-3061-link,Option link,WRZ22,TWU,TWU,LON,LON,TWU,LON,2015,NULL,,60,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for LEA3072_ph2b
LEA3073_link,LEA3073_ph2b,ExDO42,TWU-LEA-LON-3062-link,Option link,WRZ22,TWU,TWU,LON,LON,TWU,LON,2015,NULL,,60,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for LEA3073_ph2b
LEA3074_link,LEA3074_ph2b,ExDO42,TWU-LEA-LON-3063-link,Option link,WRZ22,TWU,TWU,LON,LON,TWU,LON,2015,NULL,,60,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for LEA3074_ph2b
LEA3075_link,LEA3075_ph2b,ExDO42,TWU-LEA-LON-3064-link,Option link,WRZ22,TWU,TWU,LON,LON,TWU,LON,2015,NULL,,60,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for LEA3075_ph2b
LEA3076_link,LEA3076_ph2b,ExDO42,TWU-LEA-LON-3065-link,Option link,WRZ22,TWU,TWU,LON,LON,TWU,LON,2015,NULL,,60,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for LEA3076_ph2b
LEA3077_link,LEA3077_ph2b,ExDO42,TWU-LEA-LON-3066-link,Option link,WRZ22,TWU,TWU,LON,LON,TWU,LON,2015,NULL,,60,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for LEA3077_ph2b
LEA3078_link,LEA3078_ph2b,ExDO42,TWU-LEA-LON-3067-link,Option link,WRZ22,TWU,TWU,LON,LON,TWU,LON,2015,NULL,,60,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for LEA3078_ph2b
LEA3079_link,LEA3079_ph2b,ExDO42,TWU-LEA-LON-3068-link,Option link,WRZ22,TWU,TWU,LON,LON,TWU,LON,2015,NULL,,60,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for LEA3079_ph2b
LEA3080_link,LEA3080_ph2b,ExDO42,TWU-LEA-LON-3069-link,Option link,WRZ22,TWU,TWU,LON,LON,TWU,LON,2015,NULL,,60,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for LEA3080_ph2b
LEA3081_link,LEA3081_ph2b,ExDO42,TWU-LEA-LON-3070-link,Option link,WRZ22,TWU,TWU,LON,LON,TWU,LON,2015,NULL,,60,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for LEA3081_ph2b
LEA3082_link,LEA3082_ph2b,ExDO42,TWU-LEA-LON-3071-link,Option link,WRZ22,TWU,TWU,LON,LON,TWU,LON,2015,NULL,,60,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for LEA3082_ph2b
LEA3083_link,LEA3083_ph2b,ExDO42,TWU-LEA-LON-3072-link,Option link,WRZ22,TWU,TWU,LON,LON,TWU,LON,2015,NULL,,60,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for LEA3083_ph2b
LEA3084_link,LEA3084_ph2b,ExDO42,TWU-LEA-LON-3073-link,Option link,WRZ22,TWU,TWU,LON,LON,TWU,LON,2015,NULL,,60,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for LEA3084_ph2b
LEA3085_link,LEA3085_ph2b,ExDO42,TWU-LEA-LON-3074-link,Option link,WRZ22,TWU,TWU,LON,LON,TWU,LON,2015,NULL,,60,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for LEA3085_ph2b
LEA3086_link,LEA3086_ph2b,ExDO42,TWU-LEA-LON-3075-link,Option link,WRZ22,TWU,TWU,LON,LON,TWU,LON,2015,NULL,,60,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for LEA3086_ph2b
LEA3087_link,LEA3087_ph2b,ExDO42,TWU-LEA-LON-3076-link,Option link,WRZ22,TWU,TWU,LON,LON,TWU,LON,2015,NULL,,60,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for LEA3087_ph2b
LEA3088_link,LEA3088_ph2b,ExDO42,TWU-LEA-LON-3077-link,Option link,WRZ22,TWU,TWU,LON,LON,TWU,LON,2015,NULL,,60,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for LEA3088_ph2b
LEA3089_link,LEA3089_ph2b,ExDO42,TWU-LEA-LON-3078-link,Option link,WRZ22,TWU,TWU,LON,LON,TWU,LON,2015,NULL,,60,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for LEA3089_ph2b
LEA3090_link,LEA3090_ph2b,ExDO42,TWU-LEA-LON-3079-link,Option link,WRZ22,TWU,TWU,LON,LON,TWU,LON,2015,NULL,,60,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for LEA3090_ph2b
LEA3091_link,LEA3091_ph2b,ExDO42,TWU-LEA-LON-3080-link,Option link,WRZ22,TWU,TWU,LON,LON,TWU,LON,2015,NULL,,60,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for LEA3091_ph2b
LEA3092_link,LEA3092_ph2b,ExDO42,TWU-LEA-LON-3081-link,Option link,WRZ22,TWU,TWU,LON,LON,TWU,LON,2015,NULL,,60,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for LEA3092_ph2b
LEA3093_link,LEA3093_ph2b,ExDO42,TWU-LEA-LON-3082-link,Option link,WRZ22,TWU,TWU,LON,LON,TWU,LON,2015,NULL,,60,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for LEA3093_ph2b
LEA3094_link,LEA3094_ph2b,ExDO42,TWU-LEA-LON-3083-link,Option link,WRZ22,TWU,TWU,LON,LON,TWU,LON,2015,NULL,,60,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for LEA3094_ph2b
LEA3095_link,LEA3095_ph2b,ExDO42,TWU-LEA-LON-3084-link,Option link,WRZ22,TWU,TWU,LON,LON,TWU,LON,2015,NULL,,60,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for LEA3095_ph2b
LEA3096_link,LEA3096_ph2b,ExDO42,TWU-LEA-LON-3085-link,Option link,WRZ22,TWU,TWU,LON,LON,TWU,LON,2015,NULL,,60,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for LEA3096_ph2b
LEA3097_link,LEA3097_ph2b,ExDO42,TWU-LEA-LON-3086-link,Option link,WRZ22,TWU,TWU,LON,LON,TWU,LON,2015,NULL,,60,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for LEA3097_ph2b
LEA3098_link,LEA3098_ph2b,ExDO42,TWU-LEA-LON-3087-link,Option link,WRZ22,TWU,TWU,LON,LON,TWU,LON,2015,NULL,,60,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for LEA3098_ph2b
LEA3099_link,LEA3099_ph2b,ExDO42,TWU-LEA-LON-3088-link,Option link,WRZ22,TWU,TWU,LON,LON,TWU,LON,2015,NULL,,60,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for LEA3099_ph2b
LEA3100_link,LEA3100_ph2b,ExDO42,TWU-LEA-LON-3089-link,Option link,WRZ22,TWU,TWU,LON,LON,TWU,LON,2015,NULL,,60,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for LEA3100_ph2b
LEA3101_link,LEA3101_ph2b,ExDO42,TWU-LEA-LON-3090-link,Option link,WRZ22,TWU,TWU,LON,LON,TWU,LON,2015,NULL,,60,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for LEA3101_ph2b
LEA3102_link,LEA3102_ph2b,ExDO42,TWU-LEA-LON-3091-link,Option link,WRZ22,TWU,TWU,LON,LON,TWU,LON,2015,NULL,,60,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for LEA3102_ph2b
LEA3103_link,LEA3103_ph2b,ExDO42,TWU-LEA-LON-3092-link,Option link,WRZ22,TWU,TWU,LON,LON,TWU,LON,2015,NULL,,60,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for LEA3103_ph2b
LEA3104_link,LEA3104_ph2b,ExDO42,TWU-LEA-LON-3093-link,Option link,WRZ22,TWU,TWU,LON,LON,TWU,LON,2015,NULL,,60,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for LEA3104_ph2b
LEA3105_link,LEA3105_ph2b,ExDO42,TWU-LEA-LON-3094-link,Option link,WRZ22,TWU,TWU,LON,LON,TWU,LON,2015,NULL,,60,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for LEA3105_ph2b
LEA3106_link,LEA3106_ph2b,ExDO42,TWU-LEA-LON-3095-link,Option link,WRZ22,TWU,TWU,LON,LON,TWU,LON,2015,NULL,,60,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for LEA3106_ph2b
LEA3107_link,LEA3107_ph2b,ExDO42,TWU-LEA-LON-3096-link,Option link,WRZ22,TWU,TWU,LON,LON,TWU,LON,2015,NULL,,60,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for LEA3107_ph2b
LEA3108_link,LEA3108_ph2b,ExDO42,TWU-LEA-LON-3097-link,Option link,WRZ22,TWU,TWU,LON,LON,TWU,LON,2015,NULL,,60,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for LEA3108_ph2b
LEA3109_link,LEA3109_ph2b,ExDO42,TWU-LEA-LON-3098-link,Option link,WRZ22,TWU,TWU,LON,LON,TWU,LON,2015,NULL,,60,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for LEA3109_ph2b
LEA3110_link,LEA3110_ph2b,ExDO42,TWU-LEA-LON-3099-link,Option link,WRZ22,TWU,TWU,LON,LON,TWU,LON,2015,NULL,,60,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for LEA3110_ph2b
LEA3111_link,LEA3111_ph2b,ExDO42,TWU-LEA-LON-3100-link,Option link,WRZ22,TWU,TWU,LON,LON,TWU,LON,2015,NULL,,60,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for LEA3111_ph2b
LEA3112_link,LEA3112_ph2b,ExDO42,TWU-LEA-LON-3101-link,Option link,WRZ22,TWU,TWU,LON,LON,TWU,LON,2015,NULL,,60,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for LEA3112_ph2b
LEA3113_link,LEA3113_ph2b,ExDO42,TWU-LEA-LON-3102-link,Option link,WRZ22,TWU,TWU,LON,LON,TWU,LON,2015,NULL,,60,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for LEA3113_ph2b
LEA3114_link,LEA3114_ph2b,ExDO42,TWU-LEA-LON-3103-link,Option link,WRZ22,TWU,TWU,LON,LON,TWU,LON,2015,NULL,,60,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for LEA3114_ph2b
LEA3115_link,LEA3115_ph2b,ExDO42,TWU-LEA-LON-3104-link,Option link,WRZ22,TWU,TWU,LON,LON,TWU,LON,2015,NULL,,60,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for LEA3115_ph2b
LEA3116_link,LEA3116_ph2b,ExDO42,TWU-LEA-LON-3105-link,Option link,WRZ22,TWU,TWU,LON,LON,TWU,LON,2015,NULL,,60,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for LEA3116_ph2b
LEA3117_link,LEA3117_ph2b,ExDO42,TWU-LEA-LON-3106-link,Option link,WRZ22,TWU,TWU,LON,LON,TWU,LON,2015,NULL,,60,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for LEA3117_ph2b
LEA3118_link,LEA3118_ph2b,ExDO42,TWU-LEA-LON-3107-link,Option link,WRZ22,TWU,TWU,LON,LON,TWU,LON,2015,NULL,,60,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for LEA3118_ph2b
LEA3119_link,LEA3119_ph2b,ExDO42,TWU-LEA-LON-3108-link,Option link,WRZ22,TWU,TWU,LON,LON,TWU,LON,2015,NULL,,60,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for LEA3119_ph2b
LEA3120_link,LEA3120_ph2b,ExDO42,TWU-LEA-LON-3109-link,Option link,WRZ22,TWU,TWU,LON,LON,TWU,LON,2015,NULL,,60,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for LEA3120_ph2b
LEA3121_link,LEA3121_ph2b,ExDO42,TWU-LEA-LON-3110-link,Option link,WRZ22,TWU,TWU,LON,LON,TWU,LON,2015,NULL,,60,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for LEA3121_ph2b
LEA3122_link,LEA3122_ph2b,ExDO42,TWU-LEA-LON-3111-link,Option link,WRZ22,TWU,TWU,LON,LON,TWU,LON,2015,NULL,,60,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for LEA3122_ph2b
LEA3123_link,LEA3123_ph2b,ExDO42,TWU-LEA-LON-3112-link,Option link,WRZ22,TWU,TWU,LON,LON,TWU,LON,2015,NULL,,60,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for LEA3123_ph2b
LEA3124_link,LEA3124_ph2b,ExDO42,TWU-LEA-LON-3113-link,Option link,WRZ22,TWU,TWU,LON,LON,TWU,LON,2015,NULL,,60,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for LEA3124_ph2b
LEA3125_link,LEA3125_ph2b,ExDO42,TWU-LEA-LON-3114-link,Option link,WRZ22,TWU,TWU,LON,LON,TWU,LON,2015,NULL,,60,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for LEA3125_ph2b
LEA3126_link,LEA3126_ph2b,ExDO42,TWU-LEA-LON-3115-link,Option link,WRZ22,TWU,TWU,LON,LON,TWU,LON,2015,NULL,,60,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for LEA3126_ph2b
LEA3127_link,LEA3127_ph2b,ExDO42,TWU-LEA-LON-3116-link,Option link,WRZ22,TWU,TWU,LON,LON,TWU,LON,2015,NULL,,60,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for LEA3127_ph2b
LEA3128_link,LEA3128_ph2b,ExDO42,TWU-LEA-LON-3117-link,Option link,WRZ22,TWU,TWU,LON,LON,TWU,LON,2015,NULL,,60,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for LEA3128_ph2b
LEA3129_link,LEA3129_ph2b,ExDO42,TWU-LEA-LON-3118-link,Option link,WRZ22,TWU,TWU,LON,LON,TWU,LON,2015,NULL,,60,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for LEA3129_ph2b
LEA3130_link,LEA3130_ph2b,ExDO42,TWU-LEA-LON-3119-link,Option link,WRZ22,TWU,TWU,LON,LON,TWU,LON,2015,NULL,,60,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for LEA3130_ph2b
LEA3131_link,LEA3131_ph2b,ExDO42,TWU-LEA-LON-3120-link,Option link,WRZ22,TWU,TWU,LON,LON,TWU,LON,2015,NULL,,60,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for LEA3131_ph2b
LEA3132_link,LEA3132_ph2b,ExDO42,TWU-LEA-LON-3121-link,Option link,WRZ22,TWU,TWU,LON,LON,TWU,LON,2015,NULL,,60,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for LEA3132_ph2b
