Name ,x,y,Type,WRSE-Ref,Zone generic,Company,WRZ,Earliest Start Year,Year Activated,Asset life,DO,Demand flow,Demand + THR flow,DI,THR,Loss,Financial_ cost,Financial cost spent,Financial vopex,Financial vopex spent,EnvSoc cost,EnvSoc cost spent,EnvSoc vopex,EnvSoc vopex spent,OneOff cost,OneOff cost spent,Carbon const,Carbon capital cost spent,Carbon fopex,Carbon fopex cost spent,Carbon vopex,Carbon vopex cost spent,OneOff carbon,OneOff carbon cost spent,Ratchet,ExDO VOPEX (p/m3),Percentage of ExDO VOPEX (calc),Percentage of ExDO VOPEX (round upto 5%),Description
LEA3005_ph2b,501875,163677,LEA,VWC-LEA-VW6-L14,WRZ36,VW,VW6,2020,NULL,60,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,0,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,23.625,NULL,1.0206,NULL,-0.365128205,NULL,0,NULL,,,,,VWC-LEA-VW6-L14 : Leakage reduction through increased ALC 2 AMP 7
LEA3006_ph2b,619717,138632,LEA,VWC-LEA-VWS-L16,WRZ18,VW,VWS,2020,NULL,60,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,0,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,7.862,NULL,2.9862,NULL,-0.365128205,NULL,0,NULL,,,,,VWC-LEA-VWS-L16 : Leakage reduction through increased ALC 1 AMP 7
WEF1300_ph2b,527800,147786,WEF,SES-WEF-ESU-0140,WRZ19B,SES,ESU,2015,NULL,25,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,0,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,0,NULL,0,NULL,0,NULL,0,NULL,,,,,Learn2Save - Schools - East Surrey
WEF1415_ph2b,525009,161377,WEF,SES-WEF-SUT-0140,WRZ19A,SES,SUT,2015,NULL,25,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,0,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,0,NULL,0,NULL,0,NULL,0,NULL,,,,,Learn2Save - Schools - Sutton
WEF1303_ph2b,527800,147186,WEF,SES-WEF-ESU-0150,WRZ19B,SES,ESU,2015,NULL,25,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,0,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,0,NULL,0,NULL,0,NULL,0,NULL,,,,,PayAsYouSave - ElderlyCareHomes - East Surrey
WEF1416_ph2b,525009,161177,WEF,SES-WEF-SUT-0150,WRZ19A,SES,SUT,2015,NULL,25,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,0,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,0,NULL,0,NULL,0,NULL,0,NULL,,,,,PayAsYouSave - ElderlyCareHomes - Sutton
WEF1304_ph2b,527800,146986,WEF,SES-WEF-ESU-0160,WRZ19B,SES,ESU,2015,NULL,25,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,0,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,0,NULL,0,NULL,0,NULL,0,NULL,,,,,PayAsYouSave - HospitalitySector - East Surrey
WEF1417_ph2b,525009,160977,WEF,SES-WEF-SUT-0160,WRZ19A,SES,SUT,2015,NULL,25,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,0,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,0,NULL,0,NULL,0,NULL,0,NULL,,,,,PayAsYouSave - HospitalitySector - Sutton
WEF1305_ph2b,527800,146786,WEF,SES-WEF-ESU-0170,WRZ19B,SES,ESU,2015,NULL,25,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,0,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,0,NULL,0,NULL,0,NULL,0,NULL,,,,,SESWServices - Insurance3plumbers - East Surrey
WEF1418_ph2b,525009,160777,WEF,SES-WEF-SUT-0170,WRZ19A,SES,SUT,2015,NULL,25,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,0,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,0,NULL,0,NULL,0,NULL,0,NULL,,,,,SESWServices - Insurance3plumbers - Sutton
WEF1306_ph2b,527800,146586,WEF,SES-WEF-ESU-0180,WRZ19B,SES,ESU,2015,NULL,25,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,0,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,0,NULL,0,NULL,0,NULL,0,NULL,,,,,SESWServices - Insurance7plumbers - East Surrey
WEF1419_ph2b,525009,160577,WEF,SES-WEF-SUT-0180,WRZ19A,SES,SUT,2015,NULL,25,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,0,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,0,NULL,0,NULL,0,NULL,0,NULL,,,,,SESWServices - Insurance7plumbers - Sutton
WEF1296_ph2b,527800,148586,WEF,SES-WEF-ESU-0190,WRZ19B,SES,ESU,2015,NULL,25,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,0,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,0,NULL,0,NULL,0,NULL,0,NULL,,,,,BritishGasDyno-Plumbing - East Surrey
WEF1420_ph2b,525009,160377,WEF,SES-WEF-SUT-0190,WRZ19A,SES,SUT,2015,NULL,25,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,0,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,0,NULL,0,NULL,0,NULL,0,NULL,,,,,BritishGasDyno-Plumbing - Sutton
WEF1302_ph2b,527800,147386,WEF,SES-WEF-ESU-0200,WRZ19B,SES,ESU,2015,NULL,25,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,0,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,0,NULL,0,NULL,0,NULL,0,NULL,,,,,OtherProfessionalRetrofits - East Surrey
WEF1421_ph2b,525009,160177,WEF,SES-WEF-SUT-0200,WRZ19A,SES,SUT,2015,NULL,25,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,0,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,0,NULL,0,NULL,0,NULL,0,NULL,,,,,OtherProfessionalRetrofits - Sutton
WEF1301_ph2b,527800,147586,WEF,SES-WEF-ESU-0210,WRZ19B,SES,ESU,2015,NULL,25,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,0,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,0,NULL,0,NULL,0,NULL,0,NULL,,,,,NHHWaterAudits&RegsInspections - East Surrey
WEF1422_ph2b,525009,159977,WEF,SES-WEF-SUT-0210,WRZ19A,SES,SUT,2015,NULL,25,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,0,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,0,NULL,0,NULL,0,NULL,0,NULL,,,,,NHHWaterAudits&RegsInspections - Sutton
WEF1299_ph2b,527800,147986,WEF,SES-WEF-ESU-0220,WRZ19B,SES,ESU,2015,NULL,25,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,0,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,0,NULL,0,NULL,0,NULL,0,NULL,,,,,HighConsumptionHHVisits - East Surrey
WEF1423_ph2b,525009,159777,WEF,SES-WEF-SUT-0220,WRZ19A,SES,SUT,2015,NULL,25,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,0,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,0,NULL,0,NULL,0,NULL,0,NULL,,,,,HighConsumptionHHVisits - Sutton
WEF1298_ph2b,527800,148186,WEF,SES-WEF-ESU-0230,WRZ19B,SES,ESU,2015,NULL,25,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,0,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,0,NULL,0,NULL,0,NULL,0,NULL,,,,,DIYDevices - East Surrey
WEF1424_ph2b,525009,159577,WEF,SES-WEF-SUT-0230,WRZ19A,SES,SUT,2015,NULL,25,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,0,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,0,NULL,0,NULL,0,NULL,0,NULL,,,,,DIYDevices - Sutton
WEF1297_ph2b,527800,148386,WEF,SES-WEF-ESU-0240,WRZ19B,SES,ESU,2015,NULL,25,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,0,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,0,NULL,0,NULL,0,NULL,0,NULL,,,,,DiscountedWaterButts - East Surrey
WEF1425_ph2b,525009,159377,WEF,SES-WEF-SUT-0240,WRZ19A,SES,SUT,2015,NULL,25,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,0,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,0,NULL,0,NULL,0,NULL,0,NULL,,,,,DiscountedWaterButts - Sutton
LEA1000_ph2b,529800,148586,LEA,SES-LEA-ESU-0120,WRZ19B,SES,ESU,2016,NULL,60,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,0,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,34.29,NULL,2.16,NULL,0,NULL,0,NULL,,,,,Active leakage control - East Surrey 0.5Ml/d
LEA1002_ph2b,529800,148986,LEA,SES-LEA-ESU-0121,WRZ19B,SES,ESU,2016,NULL,60,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,0,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,40.11,NULL,2.53,NULL,0,NULL,0,NULL,,,,,Active leakage control - East Surrey 1.5Ml/d
LEA1001_ph2b,529800,148786,LEA,SES-LEA-ESU-0122,WRZ19B,SES,ESU,2016,NULL,60,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,0,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,36.97,NULL,2.33,NULL,0,NULL,0,NULL,,,,,Active leakage control - East Surrey 1Ml/d
LEA1003_ph2b,529800,149186,LEA,SES-LEA-ESU-0123,WRZ19B,SES,ESU,2016,NULL,60,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,0,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,43.84,NULL,2.77,NULL,0,NULL,0,NULL,,,,,Active leakage control - East Surrey 2Ml/d
LEA1004_ph2b,529800,149386,LEA,SES-LEA-ESU-0124,WRZ19B,SES,ESU,2016,NULL,60,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,0,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,48.32,NULL,3.05,NULL,0,NULL,0,NULL,,,,,Active leakage control - East Surrey 2.5Ml/d
LEA1005_ph2b,529800,149586,LEA,SES-LEA-ESU-0125,WRZ19B,SES,ESU,2016,NULL,60,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,0,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,53.83,NULL,3.4,NULL,0,NULL,0,NULL,,,,,Active leakage control - East Surrey 3Ml/d
LEA1006_ph2b,527009,161377,LEA,SES-LEA-SUT-0120,WRZ19A,SES,SUT,2016,NULL,60,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,0,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,18.53,NULL,2.34,NULL,0,NULL,0,NULL,,,,,Active leakage control - Sutton 0.5Ml/d
LEA1007_ph2b,527009,161577,LEA,SES-LEA-SUT-0121,WRZ19A,SES,SUT,2016,NULL,60,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,0,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,23.06,NULL,2.91,NULL,0,NULL,0,NULL,,,,,Active leakage control - Sutton 1.5Ml/d
LEA1008_ph2b,527009,161777,LEA,SES-LEA-SUT-0122,WRZ19A,SES,SUT,2016,NULL,60,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,0,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,20.55,NULL,2.59,NULL,0,NULL,0,NULL,,,,,Active leakage control - Sutton 1Ml/d
LEA1009_ph2b,527009,161977,LEA,SES-LEA-SUT-0123,WRZ19A,SES,SUT,2016,NULL,60,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,0,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,26.27,NULL,3.31,NULL,0,NULL,0,NULL,,,,,Active leakage control - Sutton 2.0Ml/d
LEA1010_ph2b,527009,162177,LEA,SES-LEA-SUT-0124,WRZ19A,SES,SUT,2016,NULL,60,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,0,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,30.52,NULL,3.85,NULL,0,NULL,0,NULL,,,,,Active leakage control - Sutton 2.5Ml/d
LEA1011_ph2b,527009,162377,LEA,SES-LEA-SUT-0125,WRZ19A,SES,SUT,2016,NULL,60,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,0,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,36.42,NULL,4.59,NULL,0,NULL,0,NULL,,,,,Active leakage control - Sutton 3Ml/d
MET1148_ph2b,529800,149786,MET,SES-MET-ESU-0250,WRZ19B,SES,ESU,2015,NULL,60,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,0,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,29.17,NULL,0,NULL,0,NULL,0,NULL,,,,,Compulsory_2024 - East Surrey
MET1152_ph2b,529800,150586,MET,SES-MET-ESU-0260,WRZ19B,SES,ESU,2015,NULL,60,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,0,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,29.17,NULL,0,NULL,0,NULL,0,NULL,,,,,Selective_2034 - East Surrey
MET1149_ph2b,529800,149986,MET,SES-MET-ESU-0270,WRZ19B,SES,ESU,2020,NULL,60,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,0,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,29.17,NULL,0,NULL,0,NULL,0,NULL,,,,,Compulsory_2029 - East Surrey
MET1150_ph2b,529800,150186,MET,SES-MET-ESU-0280,WRZ19B,SES,ESU,2025,NULL,60,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,0,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,29.17,NULL,0,NULL,0,NULL,0,NULL,,,,,Compulsory_2034 - East Surrey
MET1151_ph2b,529800,150386,MET,SES-MET-ESU-0290,WRZ19B,SES,ESU,2030,NULL,60,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,0,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,29.17,NULL,0,NULL,0,NULL,0,NULL,,,,,Compulsory_2039 - East Surrey
MET1153_ph2b,529800,150786,MET,SES-MET-ESU-0300,WRZ19B,SES,ESU,2020,NULL,60,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,0,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,29.17,NULL,0,NULL,0,NULL,0,NULL,,,,,Selective_2039 - East Surrey
MET1230_ph2b,527009,162577,MET,SES-MET-SUT-0250,WRZ19A,SES,SUT,2015,NULL,60,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,0,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,27.46,NULL,0,NULL,0,NULL,0,NULL,,,,,Compulsory_2024 - Sutton
MET1231_ph2b,527009,162777,MET,SES-MET-SUT-0260,WRZ19A,SES,SUT,2015,NULL,60,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,0,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,27.46,NULL,0,NULL,0,NULL,0,NULL,,,,,Selective_2034 - Sutton
MET1232_ph2b,527009,162977,MET,SES-MET-SUT-0270,WRZ19A,SES,SUT,2020,NULL,60,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,0,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,27.46,NULL,0,NULL,0,NULL,0,NULL,,,,,Compulsory_2029 - Sutton
MET1233_ph2b,527009,163177,MET,SES-MET-SUT-0280,WRZ19A,SES,SUT,2025,NULL,60,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,0,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,27.46,NULL,0,NULL,0,NULL,0,NULL,,,,,Compulsory_2034 - Sutton
MET1234_ph2b,527009,163377,MET,SES-MET-SUT-0290,WRZ19A,SES,SUT,2030,NULL,60,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,0,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,27.46,NULL,0,NULL,0,NULL,0,NULL,,,,,Compulsory_2039 - Sutton
MET1235_ph2b,527009,163577,MET,SES-MET-SUT-0300,WRZ19A,SES,SUT,2020,NULL,60,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,0,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,27.46,NULL,0,NULL,0,NULL,0,NULL,,,,,Selective_2039 - Sutton
MET_3000ph2b,529800,149786,MET,SES-MET-SUT-3000,WRZ19B,SES,ESU,2015,NULL,60,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,0,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,29.17,NULL,0,NULL,0,NULL,0,NULL,,,,,Selective_2020_East Surrey
MET_3001ph2b,527009,163577,MET,SES-MET-SUT-3001,WRZ19A,SES,SUT,2015,NULL,60,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,0,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,27.46,NULL,0,NULL,0,NULL,0,NULL,,,,,Selective_2020_Sutton
WEF434_ph2b,557228,147253,WEF,SEW-WEF-RZ1-6171,WRZ15,SEW,RZ1,2015,NULL,19,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,0,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,0,NULL,-1.08,NULL,0,NULL,0,NULL,,,,,Household water audits - To assess water use and offer provision or installation of water saving devices
WEF1338_ph2b,555228,148253,WEF,SEW-WEF-RZ1-6211,WRZ15,SEW,RZ1,2015,NULL,14,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,0,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,0.13,NULL,-2.05,NULL,0,NULL,0.01,NULL,,,,,Water efficient products pay back calculator on company website
WEF440_ph2b,557228,148453,WEF,SEW-WEF-RZ1-6291,WRZ15,SEW,RZ1,2015,NULL,20,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,0,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,0,NULL,-1.54,NULL,0,NULL,0,NULL,,,,,Schools water audit and retrofit
WEF1339_ph2b,555228,148053,WEF,SEW-WEF-RZ1-6331,WRZ15,SEW,RZ1,2015,NULL,10,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,0,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,0.38,NULL,-0.46,NULL,0,NULL,0.02,NULL,,,,,Hotel efficiency packs
WEF1340_ph2b,555228,147853,WEF,SEW-WEF-RZ1-6341,WRZ15,SEW,RZ1,2015,NULL,19,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,0,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,73.94,NULL,-0.49,NULL,0,NULL,4.73,NULL,,,,,Free water saving devices for Council and Housing Association Properties
WEF1342_ph2b,555228,147453,WEF,SEW-WEF-RZ1-6401,WRZ15,SEW,RZ1,2015,NULL,5,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,0,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,0,NULL,-3.18,NULL,0,NULL,0,NULL,,,,,On-line account and billing with specific water efficiency tips and other information
WEF1343_ph2b,555228,147253,WEF,SEW-WEF-RZ1-6411,WRZ15,SEW,RZ1,2015,NULL,5,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,0,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,0,NULL,-4.16,NULL,0,NULL,0,NULL,,,,,On-line account and billing with specific water efficiency tips for Non Household customers
WEF1344_ph2b,555228,147053,WEF,SEW-WEF-RZ1-6421,WRZ15,SEW,RZ1,2015,NULL,9,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,0,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,0.02,NULL,0,NULL,0,NULL,0,NULL,,,,,Non-Household water audits - To assess water use and offer provision or installation of water saving devices
WEF1345_ph2b,555228,146853,WEF,SEW-WEF-RZ1-6431,WRZ15,SEW,RZ1,2015,NULL,19,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,0,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,56.24,NULL,-1.31,NULL,0,NULL,3.6,NULL,,,,,Free water saving devices - offered on bills and online 
