Name ,Location source,WRSE-Ref,Zone generic,Company,WRZ,Earliest Start Year,Year Activated,End year,Asset life,Zonal cost,Baseline SDB,Opt SDB,New  supply,Net transfer,Demand reduction,DO,Demand flow,Demand + THR flow,DI,THR,Loss,Financial cost,Financial cost spent,Financial vopex,Financial vopex spent,EnvSoc cost,EnvSoc cost spent,EnvSoc vopex,EnvSoc vopex spent,OneOff cost,OneOff cost spent,Carbon const,Carbon capital cost spent,Carbon fopex,Carbon fopex cost spent,Carbon vopex,Carbon vopex cost spent,Transfer type,OneOff carbon,OneOff carbon cost spent,Ratchet,ExDO VOPEX (p/m3),Percentage of ExDO VOPEX (calc),Percentage of ExDO VOPEX (round upto 5%)
Sop915_ph2b, (Accuracy; < 10m),(Format; Company-Type-Zone-UniqueID),(Description; Zone name used for reporting),,(Description; Zone name with 3 letter code),(Description; Assigned by water companies),,,,,,,,,,(Source; WRMP),(Source; GAMS model),(Source; GAMS model),(Source; WRMP),(Source; WRMP),(Source; WRMP),(Description; Potential annuity for financial capex and fopex),(Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for financial vopex),Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for environmental and social capex and fopex),(Description; Realised annuity for environmental and social capex and fopex),(Description; Potential annuity for environmental and social vopex),(Description; Realised annuity for environmental and social capex and fopex),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; Water companies),(Source; Water companies),(Source; Water companies)
Sop1095_ph2b, (Accuracy; < 10m),(Format; Company-Type-Zone-UniqueID),(Description; Zone name used for reporting),,(Description; Zone name with 3 letter code),(Description; Assigned by water companies),,,,,,,,,,(Source; WRMP),(Source; GAMS model),(Source; GAMS model),(Source; WRMP),(Source; WRMP),(Source; WRMP),(Description; Potential annuity for financial capex and fopex),(Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for financial vopex),Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for environmental and social capex and fopex),(Description; Realised annuity for environmental and social capex and fopex),(Description; Potential annuity for environmental and social vopex),(Description; Realised annuity for environmental and social capex and fopex),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; Water companies),(Source; Water companies),(Source; Water companies)
Sop908_ph2b, (Accuracy; < 10m),(Format; Company-Type-Zone-UniqueID),(Description; Zone name used for reporting),,(Description; Zone name with 3 letter code),(Description; Assigned by water companies),,,,,,,,,,(Source; WRMP),(Source; GAMS model),(Source; GAMS model),(Source; WRMP),(Source; WRMP),(Source; WRMP),(Description; Potential annuity for financial capex and fopex),(Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for financial vopex),Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for environmental and social capex and fopex),(Description; Realised annuity for environmental and social capex and fopex),(Description; Potential annuity for environmental and social vopex),(Description; Realised annuity for environmental and social capex and fopex),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; Water companies),(Source; Water companies),(Source; Water companies)
Sop1102_ph2b, (Accuracy; < 10m),(Format; Company-Type-Zone-UniqueID),(Description; Zone name used for reporting),,(Description; Zone name with 3 letter code),(Description; Assigned by water companies),,,,,,,,,,(Source; WRMP),(Source; GAMS model),(Source; GAMS model),(Source; WRMP),(Source; WRMP),(Source; WRMP),(Description; Potential annuity for financial capex and fopex),(Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for financial vopex),Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for environmental and social capex and fopex),(Description; Realised annuity for environmental and social capex and fopex),(Description; Potential annuity for environmental and social vopex),(Description; Realised annuity for environmental and social capex and fopex),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; Water companies),(Source; Water companies),(Source; Water companies)
Sop910_ph2b, (Accuracy; < 10m),(Format; Company-Type-Zone-UniqueID),(Description; Zone name used for reporting),,(Description; Zone name with 3 letter code),(Description; Assigned by water companies),,,,,,,,,,(Source; WRMP),(Source; GAMS model),(Source; GAMS model),(Source; WRMP),(Source; WRMP),(Source; WRMP),(Description; Potential annuity for financial capex and fopex),(Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for financial vopex),Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for environmental and social capex and fopex),(Description; Realised annuity for environmental and social capex and fopex),(Description; Potential annuity for environmental and social vopex),(Description; Realised annuity for environmental and social capex and fopex),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; Water companies),(Source; Water companies),(Source; Water companies)
Sop3031_ph2b, (Accuracy; < 10m),(Format; Company-Type-Zone-UniqueID),(Description; Zone name used for reporting),,(Description; Zone name with 3 letter code),(Description; Assigned by water companies),,,,,,,,,,(Source; WRMP),(Source; GAMS model),(Source; GAMS model),(Source; WRMP),(Source; WRMP),(Source; WRMP),(Description; Potential annuity for financial capex and fopex),(Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for financial vopex),Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for environmental and social capex and fopex),(Description; Realised annuity for environmental and social capex and fopex),(Description; Potential annuity for environmental and social vopex),(Description; Realised annuity for environmental and social capex and fopex),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; Water companies),(Source; Water companies),(Source; Water companies)
Sop892_ph2b, (Accuracy; < 10m),(Format; Company-Type-Zone-UniqueID),(Description; Zone name used for reporting),,(Description; Zone name with 3 letter code),(Description; Assigned by water companies),,,,,,,,,,(Source; WRMP),(Source; GAMS model),(Source; GAMS model),(Source; WRMP),(Source; WRMP),(Source; WRMP),(Description; Potential annuity for financial capex and fopex),(Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for financial vopex),Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for environmental and social capex and fopex),(Description; Realised annuity for environmental and social capex and fopex),(Description; Potential annuity for environmental and social vopex),(Description; Realised annuity for environmental and social capex and fopex),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; Water companies),(Source; Water companies),(Source; Water companies)
Sop1104_ph2b, (Accuracy; < 10m),(Format; Company-Type-Zone-UniqueID),(Description; Zone name used for reporting),,(Description; Zone name with 3 letter code),(Description; Assigned by water companies),,,,,,,,,,(Source; WRMP),(Source; GAMS model),(Source; GAMS model),(Source; WRMP),(Source; WRMP),(Source; WRMP),(Description; Potential annuity for financial capex and fopex),(Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for financial vopex),Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for environmental and social capex and fopex),(Description; Realised annuity for environmental and social capex and fopex),(Description; Potential annuity for environmental and social vopex),(Description; Realised annuity for environmental and social capex and fopex),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; Water companies),(Source; Water companies),(Source; Water companies)
Sop1103_ph2b, (Accuracy; < 10m),(Format; Company-Type-Zone-UniqueID),(Description; Zone name used for reporting),,(Description; Zone name with 3 letter code),(Description; Assigned by water companies),,,,,,,,,,(Source; WRMP),(Source; GAMS model),(Source; GAMS model),(Source; WRMP),(Source; WRMP),(Source; WRMP),(Description; Potential annuity for financial capex and fopex),(Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for financial vopex),Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for environmental and social capex and fopex),(Description; Realised annuity for environmental and social capex and fopex),(Description; Potential annuity for environmental and social vopex),(Description; Realised annuity for environmental and social capex and fopex),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; Water companies),(Source; Water companies),(Source; Water companies)
Sop880_ph2b, (Accuracy; < 10m),(Format; Company-Type-Zone-UniqueID),(Description; Zone name used for reporting),,(Description; Zone name with 3 letter code),(Description; Assigned by water companies),,,,,,,,,,(Source; WRMP),(Source; GAMS model),(Source; GAMS model),(Source; WRMP),(Source; WRMP),(Source; WRMP),(Description; Potential annuity for financial capex and fopex),(Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for financial vopex),Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for environmental and social capex and fopex),(Description; Realised annuity for environmental and social capex and fopex),(Description; Potential annuity for environmental and social vopex),(Description; Realised annuity for environmental and social capex and fopex),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; Water companies),(Source; Water companies),(Source; Water companies)
Sop1072_ph2b, (Accuracy; < 10m),(Format; Company-Type-Zone-UniqueID),(Description; Zone name used for reporting),,(Description; Zone name with 3 letter code),(Description; Assigned by water companies),,,,,,,,,,(Source; WRMP),(Source; GAMS model),(Source; GAMS model),(Source; WRMP),(Source; WRMP),(Source; WRMP),(Description; Potential annuity for financial capex and fopex),(Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for financial vopex),Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for environmental and social capex and fopex),(Description; Realised annuity for environmental and social capex and fopex),(Description; Potential annuity for environmental and social vopex),(Description; Realised annuity for environmental and social capex and fopex),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; Water companies),(Source; Water companies),(Source; Water companies)
Sop1074_ph2b, (Accuracy; < 10m),(Format; Company-Type-Zone-UniqueID),(Description; Zone name used for reporting),,(Description; Zone name with 3 letter code),(Description; Assigned by water companies),,,,,,,,,,(Source; WRMP),(Source; GAMS model),(Source; GAMS model),(Source; WRMP),(Source; WRMP),(Source; WRMP),(Description; Potential annuity for financial capex and fopex),(Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for financial vopex),Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for environmental and social capex and fopex),(Description; Realised annuity for environmental and social capex and fopex),(Description; Potential annuity for environmental and social vopex),(Description; Realised annuity for environmental and social capex and fopex),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; Water companies),(Source; Water companies),(Source; Water companies)
Sop857_ph2b, (Accuracy; < 10m),(Format; Company-Type-Zone-UniqueID),(Description; Zone name used for reporting),,(Description; Zone name with 3 letter code),(Description; Assigned by water companies),,,,,,,,,,(Source; WRMP),(Source; GAMS model),(Source; GAMS model),(Source; WRMP),(Source; WRMP),(Source; WRMP),(Description; Potential annuity for financial capex and fopex),(Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for financial vopex),Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for environmental and social capex and fopex),(Description; Realised annuity for environmental and social capex and fopex),(Description; Potential annuity for environmental and social vopex),(Description; Realised annuity for environmental and social capex and fopex),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; Water companies),(Source; Water companies),(Source; Water companies)
Sop1073_ph2b, (Accuracy; < 10m),(Format; Company-Type-Zone-UniqueID),(Description; Zone name used for reporting),,(Description; Zone name with 3 letter code),(Description; Assigned by water companies),,,,,,,,,,(Source; WRMP),(Source; GAMS model),(Source; GAMS model),(Source; WRMP),(Source; WRMP),(Source; WRMP),(Description; Potential annuity for financial capex and fopex),(Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for financial vopex),Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for environmental and social capex and fopex),(Description; Realised annuity for environmental and social capex and fopex),(Description; Potential annuity for environmental and social vopex),(Description; Realised annuity for environmental and social capex and fopex),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; Water companies),(Source; Water companies),(Source; Water companies)
Sop848_ph2b, (Accuracy; < 10m),(Format; Company-Type-Zone-UniqueID),(Description; Zone name used for reporting),,(Description; Zone name with 3 letter code),(Description; Assigned by water companies),,,,,,,,,,(Source; WRMP),(Source; GAMS model),(Source; GAMS model),(Source; WRMP),(Source; WRMP),(Source; WRMP),(Description; Potential annuity for financial capex and fopex),(Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for financial vopex),Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for environmental and social capex and fopex),(Description; Realised annuity for environmental and social capex and fopex),(Description; Potential annuity for environmental and social vopex),(Description; Realised annuity for environmental and social capex and fopex),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; Water companies),(Source; Water companies),(Source; Water companies)
Sop1068_ph2b, (Accuracy; < 10m),(Format; Company-Type-Zone-UniqueID),(Description; Zone name used for reporting),,(Description; Zone name with 3 letter code),(Description; Assigned by water companies),,,,,,,,,,(Source; WRMP),(Source; GAMS model),(Source; GAMS model),(Source; WRMP),(Source; WRMP),(Source; WRMP),(Description; Potential annuity for financial capex and fopex),(Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for financial vopex),Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for environmental and social capex and fopex),(Description; Realised annuity for environmental and social capex and fopex),(Description; Potential annuity for environmental and social vopex),(Description; Realised annuity for environmental and social capex and fopex),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; Water companies),(Source; Water companies),(Source; Water companies)
Sop847_ph2b, (Accuracy; < 10m),(Format; Company-Type-Zone-UniqueID),(Description; Zone name used for reporting),,(Description; Zone name with 3 letter code),(Description; Assigned by water companies),,,,,,,,,,(Source; WRMP),(Source; GAMS model),(Source; GAMS model),(Source; WRMP),(Source; WRMP),(Source; WRMP),(Description; Potential annuity for financial capex and fopex),(Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for financial vopex),Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for environmental and social capex and fopex),(Description; Realised annuity for environmental and social capex and fopex),(Description; Potential annuity for environmental and social vopex),(Description; Realised annuity for environmental and social capex and fopex),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; Water companies),(Source; Water companies),(Source; Water companies)
Sop1067_ph2b, (Accuracy; < 10m),(Format; Company-Type-Zone-UniqueID),(Description; Zone name used for reporting),,(Description; Zone name with 3 letter code),(Description; Assigned by water companies),,,,,,,,,,(Source; WRMP),(Source; GAMS model),(Source; GAMS model),(Source; WRMP),(Source; WRMP),(Source; WRMP),(Description; Potential annuity for financial capex and fopex),(Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for financial vopex),Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for environmental and social capex and fopex),(Description; Realised annuity for environmental and social capex and fopex),(Description; Potential annuity for environmental and social vopex),(Description; Realised annuity for environmental and social capex and fopex),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; Water companies),(Source; Water companies),(Source; Water companies)
Sop1900_ph2b, (Accuracy; < 10m),(Format; Company-Type-Zone-UniqueID),(Description; Zone name used for reporting),,(Description; Zone name with 3 letter code),(Description; Assigned by water companies),,,,,,,,,,(Source; WRMP),(Source; GAMS model),(Source; GAMS model),(Source; WRMP),(Source; WRMP),(Source; WRMP),(Description; Potential annuity for financial capex and fopex),(Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for financial vopex),Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for environmental and social capex and fopex),(Description; Realised annuity for environmental and social capex and fopex),(Description; Potential annuity for environmental and social vopex),(Description; Realised annuity for environmental and social capex and fopex),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; Water companies),(Source; Water companies),(Source; Water companies)
Sop1069_ph2b, (Accuracy; < 10m),(Format; Company-Type-Zone-UniqueID),(Description; Zone name used for reporting),,(Description; Zone name with 3 letter code),(Description; Assigned by water companies),,,,,,,,,,(Source; WRMP),(Source; GAMS model),(Source; GAMS model),(Source; WRMP),(Source; WRMP),(Source; WRMP),(Description; Potential annuity for financial capex and fopex),(Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for financial vopex),Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for environmental and social capex and fopex),(Description; Realised annuity for environmental and social capex and fopex),(Description; Potential annuity for environmental and social vopex),(Description; Realised annuity for environmental and social capex and fopex),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; Water companies),(Source; Water companies),(Source; Water companies)
Sop851_ph2b, (Accuracy; < 10m),(Format; Company-Type-Zone-UniqueID),(Description; Zone name used for reporting),,(Description; Zone name with 3 letter code),(Description; Assigned by water companies),,,,,,,,,,(Source; WRMP),(Source; GAMS model),(Source; GAMS model),(Source; WRMP),(Source; WRMP),(Source; WRMP),(Description; Potential annuity for financial capex and fopex),(Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for financial vopex),Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for environmental and social capex and fopex),(Description; Realised annuity for environmental and social capex and fopex),(Description; Potential annuity for environmental and social vopex),(Description; Realised annuity for environmental and social capex and fopex),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; Water companies),(Source; Water companies),(Source; Water companies)
Sop1071_ph2b, (Accuracy; < 10m),(Format; Company-Type-Zone-UniqueID),(Description; Zone name used for reporting),,(Description; Zone name with 3 letter code),(Description; Assigned by water companies),,,,,,,,,,(Source; WRMP),(Source; GAMS model),(Source; GAMS model),(Source; WRMP),(Source; WRMP),(Source; WRMP),(Description; Potential annuity for financial capex and fopex),(Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for financial vopex),Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for environmental and social capex and fopex),(Description; Realised annuity for environmental and social capex and fopex),(Description; Potential annuity for environmental and social vopex),(Description; Realised annuity for environmental and social capex and fopex),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; Water companies),(Source; Water companies),(Source; Water companies)
Sop849_ph2b, (Accuracy; < 10m),(Format; Company-Type-Zone-UniqueID),(Description; Zone name used for reporting),,(Description; Zone name with 3 letter code),(Description; Assigned by water companies),,,,,,,,,,(Source; WRMP),(Source; GAMS model),(Source; GAMS model),(Source; WRMP),(Source; WRMP),(Source; WRMP),(Description; Potential annuity for financial capex and fopex),(Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for financial vopex),Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for environmental and social capex and fopex),(Description; Realised annuity for environmental and social capex and fopex),(Description; Potential annuity for environmental and social vopex),(Description; Realised annuity for environmental and social capex and fopex),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; Water companies),(Source; Water companies),(Source; Water companies)
Sop1070_ph2b, (Accuracy; < 10m),(Format; Company-Type-Zone-UniqueID),(Description; Zone name used for reporting),,(Description; Zone name with 3 letter code),(Description; Assigned by water companies),,,,,,,,,,(Source; WRMP),(Source; GAMS model),(Source; GAMS model),(Source; WRMP),(Source; WRMP),(Source; WRMP),(Description; Potential annuity for financial capex and fopex),(Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for financial vopex),Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for environmental and social capex and fopex),(Description; Realised annuity for environmental and social capex and fopex),(Description; Potential annuity for environmental and social vopex),(Description; Realised annuity for environmental and social capex and fopex),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; Water companies),(Source; Water companies),(Source; Water companies)
Sop1075_ph2b, (Accuracy; < 10m),(Format; Company-Type-Zone-UniqueID),(Description; Zone name used for reporting),,(Description; Zone name with 3 letter code),(Description; Assigned by water companies),,,,,,,,,,(Source; WRMP),(Source; GAMS model),(Source; GAMS model),(Source; WRMP),(Source; WRMP),(Source; WRMP),(Description; Potential annuity for financial capex and fopex),(Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for financial vopex),Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for environmental and social capex and fopex),(Description; Realised annuity for environmental and social capex and fopex),(Description; Potential annuity for environmental and social vopex),(Description; Realised annuity for environmental and social capex and fopex),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; Water companies),(Source; Water companies),(Source; Water companies)
Sop1078_ph2b, (Accuracy; < 10m),(Format; Company-Type-Zone-UniqueID),(Description; Zone name used for reporting),,(Description; Zone name with 3 letter code),(Description; Assigned by water companies),,,,,,,,,,(Source; WRMP),(Source; GAMS model),(Source; GAMS model),(Source; WRMP),(Source; WRMP),(Source; WRMP),(Description; Potential annuity for financial capex and fopex),(Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for financial vopex),Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for environmental and social capex and fopex),(Description; Realised annuity for environmental and social capex and fopex),(Description; Potential annuity for environmental and social vopex),(Description; Realised annuity for environmental and social capex and fopex),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; Water companies),(Source; Water companies),(Source; Water companies)
Sop1077_ph2b, (Accuracy; < 10m),(Format; Company-Type-Zone-UniqueID),(Description; Zone name used for reporting),,(Description; Zone name with 3 letter code),(Description; Assigned by water companies),,,,,,,,,,(Source; WRMP),(Source; GAMS model),(Source; GAMS model),(Source; WRMP),(Source; WRMP),(Source; WRMP),(Description; Potential annuity for financial capex and fopex),(Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for financial vopex),Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for environmental and social capex and fopex),(Description; Realised annuity for environmental and social capex and fopex),(Description; Potential annuity for environmental and social vopex),(Description; Realised annuity for environmental and social capex and fopex),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; Water companies),(Source; Water companies),(Source; Water companies)
Sop1080_ph2b, (Accuracy; < 10m),(Format; Company-Type-Zone-UniqueID),(Description; Zone name used for reporting),,(Description; Zone name with 3 letter code),(Description; Assigned by water companies),,,,,,,,,,(Source; WRMP),(Source; GAMS model),(Source; GAMS model),(Source; WRMP),(Source; WRMP),(Source; WRMP),(Description; Potential annuity for financial capex and fopex),(Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for financial vopex),Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for environmental and social capex and fopex),(Description; Realised annuity for environmental and social capex and fopex),(Description; Potential annuity for environmental and social vopex),(Description; Realised annuity for environmental and social capex and fopex),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; Water companies),(Source; Water companies),(Source; Water companies)
Sop1076_ph2b, (Accuracy; < 10m),(Format; Company-Type-Zone-UniqueID),(Description; Zone name used for reporting),,(Description; Zone name with 3 letter code),(Description; Assigned by water companies),,,,,,,,,,(Source; WRMP),(Source; GAMS model),(Source; GAMS model),(Source; WRMP),(Source; WRMP),(Source; WRMP),(Description; Potential annuity for financial capex and fopex),(Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for financial vopex),Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for environmental and social capex and fopex),(Description; Realised annuity for environmental and social capex and fopex),(Description; Potential annuity for environmental and social vopex),(Description; Realised annuity for environmental and social capex and fopex),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; Water companies),(Source; Water companies),(Source; Water companies)
