timeseriesdescription,,,A,B,C,D
ExDO56,01/04/2029 00:00,4,165.1841635,219.8384973,156.9249553,144.6762974
ExDO56,01/04/2030 00:00,4,165.5143657,220.258482,157.2386474,144.9678534
ExDO56,01/04/2031 00:00,4,165.8821397,220.7305203,157.5880327,145.2915137
ExDO56,01/04/2032 00:00,4,166.2498526,221.2035047,157.93736,145.6148632
ExDO56,01/04/2033 00:00,4,166.6553205,221.7315484,158.3225545,145.9697832
ExDO56,01/04/2034 00:00,4,167.0719652,222.2765049,158.718367,146.3338953
ExDO56,01/04/2035 00:00,4,167.5131851,222.8627829,159.1375258,146.7171814
ExDO56,01/04/2036 00:00,4,167.9768511,223.4810713,159.5780085,147.1194184
ExDO56,01/04/2037 00:00,4,168.4702397,224.145804,160.0467277,147.5457318
ExDO56,01/04/2038 00:00,4,168.9810819,224.8354296,160.5320278,147.9867802
ExDO56,01/04/2039 00:00,4,169.5051325,225.5406392,161.0298759,148.4397964
ExDO01cj,01/04/2011 12:11,4,0,0,0,0
ExDO01cj,01/04/2012 00:00,4,0,0,0,0
ExDO01cj,01/04/2013 00:00,4,0,0,0,0
ExDO01cj,01/04/2014 00:00,4,0,0,0,0
ExDO01cj,01/04/2015 00:00,4,0,0,0,0
ExDO01cj,01/04/2016 00:00,4,0,0,0,0
ExDO01cj,01/04/2017 00:00,4,0,0,0,0
ExDO01cj,01/04/2018 00:00,4,0,0,0,0
ExDO01cj,01/04/2019 00:00,4,0,0,0,0
ExDO01cj,01/04/2020 00:00,4,0,0,0,0
ExDO01cj,01/04/2021 00:00,4,0,0,0,0
ExDO01cj,01/04/2022 00:00,4,0,0,0,0
ExDO01cj,01/04/2023 00:00,4,0,0,0,0
ExDO01cj,01/04/2024 00:00,4,0,0,0,0
ExDO01cj,01/04/2025 00:00,4,0,0,0,0
ExDO01cj,01/04/2026 00:00,4,0,0,0,0
ExDO01cj,01/04/2027 00:00,4,0,0,0,0
ExDO01cj,01/04/2028 00:00,4,0,0,0,0
ExDO01cj,01/04/2029 00:00,4,0,0,0,0
ExDO01cj,01/04/2030 00:00,4,0,0,0,0
ExDO01cj,01/04/2031 00:00,4,0,0,0,0
ExDO01cj,01/04/2032 00:00,4,0,0,0,0
ExDO01cj,01/04/2033 00:00,4,0,0,0,0
ExDO01cj,01/04/2034 00:00,4,0,0,0,0
ExDO01cj,01/04/2035 00:00,4,0,0,0,0
ExDO01cj,01/04/2036 00:00,4,0,0,0,0
ExDO01cj,01/04/2037 00:00,4,0,0,0,0
ExDO01cj,01/04/2038 00:00,4,0,0,0,0
ExDO01cj,01/04/2039 00:00,4,0,0,0,0
ExDO08,01/04/2011 12:11,4,0,0,0,0
ExDO08,01/04/2012 00:00,4,0,0,0,0
ExDO08,01/04/2013 00:00,4,0,0,0,0
ExDO08,01/04/2014 00:00,4,0,0,0,0
ExDO08,01/04/2015 00:00,4,0,0,0,0
ExDO08,01/04/2016 00:00,4,0,0,0,0
ExDO08,01/04/2017 00:00,4,0,0,0,0
ExDO08,01/04/2018 00:00,4,0,0,0,0
ExDO08,01/04/2019 00:00,4,0,0,0,0
ExDO08,01/04/2020 00:00,4,0,0,0,0
ExDO08,01/04/2021 00:00,4,0,0,0,0
ExDO08,01/04/2022 00:00,4,0,0,0,0
ExDO08,01/04/2023 00:00,4,0,0,0,0
ExDO08,01/04/2024 00:00,4,0,0,0,0
ExDO08,01/04/2025 00:00,4,0,0,0,0
ExDO08,01/04/2026 00:00,4,0,0,0,0
ExDO08,01/04/2027 00:00,4,0,0,0,0
ExDO08,01/04/2028 00:00,4,0,0,0,0
ExDO08,01/04/2029 00:00,4,0,0,0,0
ExDO08,01/04/2030 00:00,4,0,0,0,0
ExDO08,01/04/2031 00:00,4,0,0,0,0
ExDO08,01/04/2032 00:00,4,0,0,0,0
ExDO08,01/04/2033 00:00,4,0,0,0,0
ExDO08,01/04/2034 00:00,4,0,0,0,0
ExDO08,01/04/2035 00:00,4,0,0,0,0
ExDO08,01/04/2036 00:00,4,0,0,0,0
ExDO08,01/04/2037 00:00,4,0,0,0,0
ExDO08,01/04/2038 00:00,4,0,0,0,0
ExDO08,01/04/2039 00:00,4,0,0,0,0
ExDO11,01/04/2011 12:11,4,0,0,0,0
ExDO11,01/04/2012 00:00,4,0,0,0,0
ExDO11,01/04/2013 00:00,4,0,0,0,0
ExDO11,01/04/2014 00:00,4,0,0,0,0
ExDO11,01/04/2015 00:00,4,0,0,0,0
ExDO11,01/04/2016 00:00,4,0,0,0,0
ExDO11,01/04/2017 00:00,4,0,0,0,0
ExDO11,01/04/2018 00:00,4,0,0,0,0
ExDO11,01/04/2019 00:00,4,0,0,0,0
ExDO11,01/04/2020 00:00,4,0,0,0,0
ExDO11,01/04/2021 00:00,4,0,0,0,0
ExDO11,01/04/2022 00:00,4,0,0,0,0
ExDO11,01/04/2023 00:00,4,0,0,0,0
ExDO11,01/04/2024 00:00,4,0,0,0,0
ExDO11,01/04/2025 00:00,4,0,0,0,0
ExDO11,01/04/2026 00:00,4,0,0,0,0
ExDO11,01/04/2027 00:00,4,0,0,0,0
ExDO11,01/04/2028 00:00,4,0,0,0,0
ExDO11,01/04/2029 00:00,4,0,0,0,0
ExDO11,01/04/2030 00:00,4,0,0,0,0
ExDO11,01/04/2031 00:00,4,0,0,0,0
ExDO11,01/04/2032 00:00,4,0,0,0,0
ExDO11,01/04/2033 00:00,4,0,0,0,0
ExDO11,01/04/2034 00:00,4,0,0,0,0
ExDO11,01/04/2035 00:00,4,0,0,0,0
ExDO11,01/04/2036 00:00,4,0,0,0,0
ExDO11,01/04/2037 00:00,4,0,0,0,0
ExDO11,01/04/2038 00:00,4,0,0,0,0
ExDO11,01/04/2039 00:00,4,0,0,0,0
ExDO13,01/04/2011 12:11,4,0,0,0,0
ExDO13,01/04/2012 00:00,4,0,0,0,0
ExDO13,01/04/2013 00:00,4,0,0,0,0
ExDO13,01/04/2014 00:00,4,0,0,0,0
ExDO13,01/04/2015 00:00,4,0,0,0,0
ExDO13,01/04/2016 00:00,4,0,0,0,0
ExDO13,01/04/2017 00:00,4,0,0,0,0
ExDO13,01/04/2018 00:00,4,0,0,0,0
ExDO13,01/04/2019 00:00,4,0,0,0,0
ExDO13,01/04/2020 00:00,4,0,0,0,0
ExDO13,01/04/2021 00:00,4,0,0,0,0
ExDO13,01/04/2022 00:00,4,0,0,0,0
ExDO13,01/04/2023 00:00,4,0,0,0,0
ExDO13,01/04/2024 00:00,4,0,0,0,0
ExDO13,01/04/2025 00:00,4,0,0,0,0
ExDO13,01/04/2026 00:00,4,0,0,0,0
ExDO13,01/04/2027 00:00,4,0,0,0,0
ExDO13,01/04/2028 00:00,4,0,0,0,0
ExDO13,01/04/2029 00:00,4,0,0,0,0
ExDO13,01/04/2030 00:00,4,0,0,0,0
ExDO13,01/04/2031 00:00,4,0,0,0,0
ExDO13,01/04/2032 00:00,4,0,0,0,0
ExDO13,01/04/2033 00:00,4,0,0,0,0
ExDO13,01/04/2034 00:00,4,0,0,0,0
ExDO13,01/04/2035 00:00,4,0,0,0,0
ExDO13,01/04/2036 00:00,4,0,0,0,0
ExDO13,01/04/2037 00:00,4,0,0,0,0
ExDO13,01/04/2038 00:00,4,0,0,0,0
ExDO13,01/04/2039 00:00,4,0,0,0,0
ExDO39c,01/04/2011 12:11,4,0,0,0,0
ExDO39c,01/04/2012 00:00,4,0,0,0,0
ExDO39c,01/04/2013 00:00,4,0,0,0,0
ExDO39c,01/04/2014 00:00,4,0,0,0,0
ExDO39c,01/04/2015 00:00,4,0,0,0,0
ExDO39c,01/04/2016 00:00,4,0,0,0,0
ExDO39c,01/04/2017 00:00,4,0,0,0,0
ExDO39c,01/04/2018 00:00,4,0,0,0,0
ExDO39c,01/04/2019 00:00,4,0,0,0,0
ExDO39c,01/04/2020 00:00,4,0,0,0,0
ExDO39c,01/04/2021 00:00,4,0,0,0,0
ExDO39c,01/04/2022 00:00,4,0,0,0,0
ExDO39c,01/04/2023 00:00,4,0,0,0,0
ExDO39c,01/04/2024 00:00,4,0,0,0,0
ExDO39c,01/04/2025 00:00,4,0,0,0,0
ExDO39c,01/04/2026 00:00,4,0,0,0,0
ExDO39c,01/04/2027 00:00,4,0,0,0,0
ExDO39c,01/04/2028 00:00,4,0,0,0,0
ExDO39c,01/04/2029 00:00,4,0,0,0,0
ExDO39c,01/04/2030 00:00,4,0,0,0,0
ExDO39c,01/04/2031 00:00,4,0,0,0,0
ExDO39c,01/04/2032 00:00,4,0,0,0,0
ExDO39c,01/04/2033 00:00,4,0,0,0,0
ExDO39c,01/04/2034 00:00,4,0,0,0,0
ExDO39c,01/04/2035 00:00,4,0,0,0,0
ExDO39c,01/04/2036 00:00,4,0,0,0,0
ExDO39c,01/04/2037 00:00,4,0,0,0,0
ExDO39c,01/04/2038 00:00,4,0,0,0,0
ExDO39c,01/04/2039 00:00,4,0,0,0,0
ExDO36,01/04/2011 12:11,4,0,0,0,0
ExDO36,01/04/2012 00:00,4,0,0,0,0
ExDO36,01/04/2013 00:00,4,0,0,0,0
ExDO36,01/04/2014 00:00,4,0,0,0,0
ExDO36,01/04/2015 00:00,4,0,0,0,0
ExDO36,01/04/2016 00:00,4,0,0,0,0
ExDO36,01/04/2017 00:00,4,0,0,0,0
ExDO36,01/04/2018 00:00,4,0,0,0,0
ExDO36,01/04/2019 00:00,4,0,0,0,0
ExDO36,01/04/2020 00:00,4,0,0,0,0
ExDO36,01/04/2021 00:00,4,0,0,0,0
ExDO36,01/04/2022 00:00,4,0,0,0,0
ExDO36,01/04/2023 00:00,4,0,0,0,0
ExDO36,01/04/2024 00:00,4,0,0,0,0
ExDO36,01/04/2025 00:00,4,0,0,0,0
ExDO36,01/04/2026 00:00,4,0,0,0,0
ExDO36,01/04/2027 00:00,4,0,0,0,0
ExDO36,01/04/2028 00:00,4,0,0,0,0
ExDO36,01/04/2029 00:00,4,0,0,0,0
ExDO36,01/04/2030 00:00,4,0,0,0,0
ExDO36,01/04/2031 00:00,4,0,0,0,0
ExDO36,01/04/2032 00:00,4,0,0,0,0
ExDO36,01/04/2033 00:00,4,0,0,0,0
ExDO36,01/04/2034 00:00,4,0,0,0,0
ExDO36,01/04/2035 00:00,4,0,0,0,0
ExDO36,01/04/2036 00:00,4,0,0,0,0
ExDO36,01/04/2037 00:00,4,0,0,0,0
ExDO36,01/04/2038 00:00,4,0,0,0,0
ExDO36,01/04/2039 00:00,4,0,0,0,0
