Lft037_ph2b, 4,4.0 ,4.0 ,5.0 ,4.0 
Lft038_ph2b, 4,4.0 ,4.0 ,5.0 ,4.0 
Lft041_ph2b, 4,23.0 ,23.0 ,23.0 ,23.0 
Lft042_ph2b, 4,23.0 ,23.0 ,23.0 ,23.0 
Lft045a_ph2b, 4,4.0 ,4.0 ,4.0 ,4.0 
Lft045b_ph2b, 4,4.0 ,4.0 ,4.0 ,4.0 
Lft051_ph2b, 4,4.0 ,4.0 ,4.0 ,4.0 
Lft052_ph2b, 4,4.0 ,4.0 ,4.0 ,4.0 
Lft055a_ph2b, 4,10.0 ,10.0 ,10.0 ,10.0 
Lft055b_ph2b, 4,10.0 ,10.0 ,10.0 ,10.0 
Lft056a_ph2b, 4,15.0 ,15.0 ,15.0 ,15.0 
Lft056b_ph2b, 4,15.0 ,15.0 ,15.0 ,15.0 
Lft057a_ph2b, 4,30.0 ,30.0 ,30.0 ,30.0 
Lft057b_ph2b, 4,30.0 ,30.0 ,30.0 ,30.0 
Lft058a_ph2b, 4,7.0 ,7.0 ,7.0 ,7.0 
Lft058b_ph2b, 4,7.0 ,7.0 ,7.0 ,7.0 
Lft059a_ph2b, 4,7.0 ,7.0 ,7.0 ,7.0 
Lft059b_ph2b, 4,7.0 ,7.0 ,7.0 ,7.0 
Lft060_ph2b, 4,11.8 ,11.8 ,23.7 ,11.8 
Lft001c_ph2b, 4,10.0 ,10.0 ,10.0 ,10.0 
Lft001d_ph2b, 4,10.0 ,10.0 ,10.0 ,10.0 
Lft009d_ph2b, 4,5.0 ,5.0 ,5.0 ,5.0 
Lft013m_ph2b, 4,20.0 ,20.0 ,20.0 ,20.0 
Lft020_ph2b, 4,0.0 ,0.0 ,5.0 ,0.0 
Lft025_ph2b, 4,1.5 ,1.5 ,5.0 ,1.5 
Lft026_ph2b, 4,3.0 ,3.0 ,10.0 ,3.0 
Lft072_ph2b, 4,10.0 ,10.0 ,13.0 ,10.0 
Lft073_ph2b, 4,8.0 ,8.0 ,8.0 ,8.0 
Lft076_ph2b, 4,12.8 ,12.8 ,14.6 ,12.8 
Lft094_ph2b, 4,5.0 ,5.0 ,5.0 ,5.0 
Lft095_ph2b, 4,10.0 ,10.0 ,10.0 ,10.0 
Lft100a_ph2b, 4,4.0 ,4.0 ,4.0 ,4.0 
Lft100b_ph2b, 4,2.0 ,2.0 ,2.0 ,2.0 
Lft114m_ph2b, 4,10.0 ,10.0 ,10.0 ,10.0 
Lft115a_ph2b, 4,5.0 ,5.0 ,5.0 ,5.0 
Lft115b_ph2b, 4,5.0 ,5.0 ,5.0 ,5.0 
Lft124n_ph2b, 4,5.0 ,5.0 ,5.0 ,5.0 
Lft127m_ph2b, 4,5.0 ,5.0 ,5.0 ,5.0 
Lft190a_ph2b, 4,2.0 ,2.0 ,2.0 ,2.0 
Lft190b_ph2b, 4,2.0 ,2.0 ,2.0 ,2.0 
Lft3001_ph2b, 4,15.0 ,15.0 ,15.0 ,15.0 
Lft199_ph2b, 4,5.4,5.4,5.4,5.4
Lft200_ph2b, 4,8,8,8,8
Lft1016_ph2b, 4,20.0 ,20.0 ,20.0 ,20.0 
Lft1024_ph2b, 4,10.0 ,10.0 ,10.0 ,10.0 
Lft1040_ph2b, 4,7.0 ,7.0 ,7.0 ,7.0 
Lft1041_ph2b, 4,20.0 ,20.0 ,20.0 ,20.0 
Lft128_ph2b, 4,4.0 ,4.0 ,20.0 ,4.0 
Lft129_ph2b, 4,5.0 ,5.0 ,5.0 ,5.0 
Lft131_ph2b, 4,6.0 ,6.0 ,6.0 ,6.0 
Lft133a_ph2b, 4,10.0 ,10.0 ,10.0 ,10.0 
Lft133b_ph2b, 4,10.0 ,10.0 ,10.0 ,10.0 
Lft136_ph2b, 4,10.0 ,10.0 ,10.0 ,10.0 
Lft1051_ph2b, 4,45,45,45,45
Lft102_ph2b, 4,20.0 ,20.0 ,20.0 ,20.0 
Lft103_ph2b, 4,10.0 ,10.0 ,10.0 ,10.0 
Lft1039_ph2b, 4,10.0 ,10.0 ,10.0 ,10.0 
Lft104_ph2b, 4,30.0 ,30.0 ,30.0 ,30.0 
Lft106m_ph2b, 4,15.0 ,15.0 ,15.0 ,15.0 
Lft107_ph2b, 4,15.0 ,15.0 ,15.0 ,15.0 
Lft108m_ph2b, 4,15.0 ,15.0 ,15.0 ,15.0 
Lft114n_ph2b, 4,10.0 ,10.0 ,10.0 ,10.0 
Lft116_ph2b, 4,10.0 ,10.0 ,10.0 ,10.0 
Lft124m_ph2b, 4,5.0 ,5.0 ,5.0 ,5.0 
Lft127n_ph2b, 4,5.0 ,5.0 ,5.0 ,5.0 
Lft138_ph2b, 4,30.0 ,30.0 ,30.0 ,30.0 
Lft139_ph2b, 4,80.0 ,80.0 ,80.0 ,80.0 
Lft140_ph2b, 4,45.0 ,45.0 ,45.0 ,45.0 
Lft141_ph2b, 4,10.0 ,10.0 ,10.0 ,10.0 
Lft142_ph2b, 4,20.0 ,20.0 ,20.0 ,20.0 
Lft143_ph2b, 4,30.0 ,30.0 ,30.0 ,30.0 
Lft144_ph2b, 4,40.0 ,40.0 ,40.0 ,40.0 
Lft204_ph2b, 4,1,1,8,1
Lft074_ph2b, 4,10,10,10,10
Lft077_ph2b, 4,12.76,12.76,14.6,12.76
Lft079_ph2b, 4,10,10,10,10
Lft117a_ph2b, 4,10,10,10,10
Lft117b_ph2b, 4,10,10,10,10
Lft1013_ph2b, 4,16,16,16,16
Lft1014_ph2b, 4,10,10,10,10
Lft1015_ph2b, 4,10,10,10,10
Lft1043_ph2b, 4,10,10,10,10
Lft1044c_ph2b, 4,10,10,10,10
Lft164_ph2b, 4,8,8,8,8
Lft165_ph2b, 4,10,10,10,10
Lft166_ph2b, 4,10,10,10,10
Lft1200_ph2b, 4,54,54,54,54
Lft1201_ph2b, 4,20,20,24,24
Lft1202_ph2b, 4,190,190,190,190
Lft1203_ph2b, 4,20,20,20,24
Lft1204_ph2b, 4,232,232,232,232
Lft1205_ph2b, 4,20,20,24,24
Lft1206_ph2b, 4,274,274,274,274
Lft1207_ph2b, 4,20,20,24,24
Lft1208_ph2b, 4,83,83,83,83
Lft1209_ph2b, 4,20,20,24,24
Lft1210_ph2b, 4,131,131,131,131
Lft1211_ph2b, 4,20,20,24,20
Lft1212_ph2b, 4,131,131,131,131
Lft1213_ph2b, 4,20,20,24,24
Lft1214_ph2b, 4,190,190,190,190
Lft1215_ph2b, 4,20,20,24,24
Lft1216_ph2b, 4,135,135,135,135
Lft1217_ph2b, 4,20,20,24,24
Lft1218_ph2b, 4,54,54,54,54
Lft1219_ph2b, 4,20,20,24,24
Lft1220_ph2b, 4,83,83,83,83
Lft1221_ph2b, 4,20,20,24,24
Lft1222_ph2b, 4,78,78,78,78
Lft1223_ph2b, 4,20,20,24,24
Lft1224_ph2b, 4,78,78,78,78
Lft1225_ph2b, 4,20,20,24,24
Lft1226_ph2b, 4,187,187,187,187
Lft1227_ph2b, 4,20,20,24,24
Lft1228_ph2b, 4,187,187,187,187
Lft1229_ph2b, 4,20,20,24,24
Lft1230_ph2b, 4,21,21,21,21
Lft1231_ph2b, 4,2,2,2,2
Lft1232_ph2b, 4,7,7,7,7
Lft1233_ph2b, 4,2,2,2,2
Lft1234_ph2b, 4,21,21,21,21
Lft1235_ph2b, 4,2,2,2,2
Lft1236_ph2b, 4,43,43,43,43
Lft1237_ph2b, 4,2,2,2,2
Lft1238_ph2b, 4,51,51,51,51
Lft1239_ph2b, 4,20,20,20,20
Lft3002_ph2b, 4,20,20,20,20
Lft3003_ph2b, 4,316,316,316,316
Lft3500_ph2b, 4,131,131,131,131
Lft3501_ph2b, 4,20,20,24,20
Lft3140_ph2b, 4,45,45,45,45
Lft3141_ph2b, 4,10,10,10,10
Lft3142_ph2b, 4,20,20,20,20
Lft3143_ph2b, 4,30,30,30,30
Lft3144_ph2b, 4,40,40,40,40
Lft009c_ph2b, 4,5,5,5,5
Lft009a_ph2b, 4,5,5,5,5
Loc52_ph2, 4,45.46,45.46,70,45.46
Lex042_ph2, 4,10,10,10,10
Lex040_ph2, 4,7.5,7.5,7.5,7.5
Lex041_ph2, 4,18,18,18,18
Lex015_ph2, 4,2,2,2,2
Lex021_ph2, 4,26,26,26,26
Lex051_ph2, 4,0.1,0.1,0.5,0.1
Lex031_ph2, 4,36,36,36,36
Lex022_ph2, 4,26,26,26,26
Lex023_ph2, 4,10,10,10,10
Lex024_ph2, 4,10,10,10,10
Lex025_ph2, 4,10,10,12,10
Lex026_ph2, 4,10,10,12,10
Lex029_ph2, 4,6.2,6.2,6.2,6.2
Lex030_ph2, 4,6.2,6.2,6.2,6.2
Lex036_ph2, 4,10,10,10,10
Lex005_ph2, 4,5.4,5.4,5.4,5.4
Lex037_ph2, 4,12,12,12,12
Lex039_ph2, 4,12,12,12,12
Loc24_ph2, 4,10,10,10,10
Lex050_ph2, 4,0,0,0,0
Lex011_ph2, 4,2,2,2,2
Lex007_ph2, 4,6.3,6.3,7.8,6.3
Lex008_ph2, 4,16.18,16.18,21,16.18
Lex009_ph2, 4,19,19,19,19
Lex010_ph2, 4,14.6,14.6,14.6,14.6
Lex001_ph2, 4,12,12,12,12
Lex002_ph2, 4,15,15,15,15
Lex003_ph2, 4,15,15,15,15
Lex004_ph2, 4,13,13,13,13
Lex019_ph2, 4,4.45,4.45,15,4.45
Lex038_ph2, 4,7,7,7,7
Loc07_ph2, 4,43.23,43.23,43.23,43.23
Loc08_ph2, 4,11.7,11.7,11.7,11.7
Loc10_ph2, 4,67.54,67.54,69.5,69.5
Loc51_ph2, 4,105,105,105,105
Lex043_ph2, 4,0.05,0.05,0.05,0.05
Lex027_ph2, 4,1,1,8,1
Lex049_ph2, 4,2.08,2.08,5,2.08
Lex034_ph2, 4,10,10,10,10
Lex046_ph2, 4,2,2,2,2
Lex048_ph2, 4,0.2,0.2,0.2,0.2
Lex047_ph2, 4,2.2,2.2,2.2,2.2
Lex055_ph2, 4,36,36,36,36
Lex058_ph2, 4,10,10,10,10
Lex057_ph2, 4,50,50,50,50
Lex054_ph2, 4,20,20,20,20
Lex044_ph2, 4,42,42,42,42
Lex056_ph2, 4,240,240,240,240
Lex045_ph2, 4,22,22,22,22
Lex033_ph2, 4,10,10,10,10
Lex052_ph2, 4,10,10,10,10
Lex053_ph2, 4,50,50,50,50
Lex032_ph2, 4,38,38,38,38
Lex013_ph2, 4,8,8,8,8
Lex017_ph2, 4,1.33,1.33,0,4
Lex012_ph2, 4,35,35,35,35
Lex100_ph2, 4,48,48,48,48
Lex101_ph2, 4,51,51,51,51
Lex102_ph2, 4,6,6,6,6
Lex500_ph2, 4,10,10,10,10
